id,kind,title,statement,priority,mvp,lifecycle_status,disposition,disposition_reason_ref,source_kind,source_span,introduced_in,retired_in,custom_attributes,last_referenced
FR-048,functional,"As a Secretary, I want the system to automatically suggest carry-over items from the previous meeting's agenda that were not resolved, so that unfinished business is not silently dropped.","As a Secretary, I want the system to automatically suggest carry-over items from the previous meeting's agenda that were not resolved, so that unfinished business is not silently dropped.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-035"", ""User Story"": ""As a Secretary, I want the system to automatically suggest carry-over items from the previous meeting's agenda that were not resolved, so that unfinished business is not silently dropped."", ""FR-IDs"": ""FR-048"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-049,functional,"As a Secretary, I want to publish the agenda to committee members, triggering an in-app notification with agenda content and material links, so that members can prepare before the meeting.","As a Secretary, I want to publish the agenda to committee members, triggering an in-app notification with agenda content and material links, so that members can prepare before the meeting.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-036"", ""User Story"": ""As a Secretary, I want to publish the agenda to committee members, triggering an in-app notification with agenda content and material links, so that members can prepare before the meeting."", ""FR-IDs"": ""FR-049"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-050,functional,"As a Secretary, I want to create a meeting record with date, start/end time, meeting type (regular/extraordinary/emergency), mode (in-person/remote/hybrid), and a link to the published agenda, so that","As a Secretary, I want to create a meeting record with date, start/end time, meeting type (regular/extraordinary/emergency), mode (in-person/remote/hybrid), and a link to the published agenda, so that the meeting is formally recorded.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-037"", ""User Story"": ""As a Secretary, I want to create a meeting record with date, start/end time, meeting type (regular/extraordinary/emergency), mode (in-person/remote/hybrid), and a link to the published agenda, so that the meeting is formally recorded."", ""FR-IDs"": ""FR-050"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-051,functional,"As a Secretary, I want to mark each committee member as Present, Absent, or Remote for a given meeting, so that the attendance record is complete and can be used for quorum calculation.","As a Secretary, I want to mark each committee member as Present, Absent, or Remote for a given meeting, so that the attendance record is complete and can be used for quorum calculation.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-038"", ""User Story"": ""As a Secretary, I want to mark each committee member as Present, Absent, or Remote for a given meeting, so that the attendance record is complete and can be used for quorum calculation."", ""FR-IDs"": ""FR-051"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-052,functional,"As a Secretary, I want to add live discussion notes per agenda item during a meeting (with auto-save on typing pause ≤2s), so that key points are captured in real time without interrupting the flow.","As a Secretary, I want to add live discussion notes per agenda item during a meeting (with auto-save on typing pause ≤2s), so that key points are captured in real time without interrupting the flow.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-040"", ""User Story"": ""As a Secretary, I want to add live discussion notes per agenda item during a meeting (with auto-save on typing pause ≤2s), so that key points are captured in real time without interrupting the flow."", ""FR-IDs"": ""FR-052"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-053,functional,"As a Secretary, I want the system to generate a draft Minutes of Meeting (MoM) by compiling attendance, ordered agenda items with notes, decisions issued, and actions created into a structured Markdow","As a Secretary, I want the system to generate a draft Minutes of Meeting (MoM) by compiling attendance, ordered agenda items with notes, decisions issued, and actions created into a structured Markdown document, so that I do not assemble it manually from scratch.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-041"", ""User Story"": ""As a Secretary, I want the system to generate a draft Minutes of Meeting (MoM) by compiling attendance, ordered agenda items with notes, decisions issued, and actions created into a structured Markdown document, so that I do not assemble it manually from scratch."", ""FR-IDs"": ""FR-053"", ""Priority"": ""M"", ""Size"": ""L""}}",
FR-054,functional,"As a Secretary, I want to submit the draft MoM for review and approval; a Reviewer or Chairman reviews it, and once the Chairman approves, the MoM is locked and immutable with its version history pres","As a Secretary, I want to submit the draft MoM for review and approval; a Reviewer or Chairman reviews it, and once the Chairman approves, the MoM is locked and immutable with its version history preserved, so that the official meeting record is tamper-evident.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-042"", ""User Story"": ""As a Secretary, I want to submit the draft MoM for review and approval; a Reviewer or Chairman reviews it, and once the Chairman approves, the MoM is locked and immutable with its version history preserved, so that the official meeting record is tamper-evident."", ""FR-IDs"": ""FR-054"", ""Priority"": ""M"", ""Size"": ""L""}}",
FR-055,functional,"As a Chairman or Secretary, I want the system to send an in-app notification to all committee members when the MoM is approved and published, containing a link to the published MoM, so that everyone i","As a Chairman or Secretary, I want the system to send an in-app notification to all committee members when the MoM is approved and published, containing a link to the published MoM, so that everyone is informed promptly.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-043"", ""User Story"": ""As a Chairman or Secretary, I want the system to send an in-app notification to all committee members when the MoM is approved and published, containing a link to the published MoM, so that everyone is informed promptly."", ""FR-IDs"": ""FR-055"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-056,functional,"As a Secretary, I want to attach a Webex meeting recording link or upload a recording file to the meeting record, so that future reference to the session is possible.","As a Secretary, I want to attach a Webex meeting recording link or upload a recording file to the meeting record, so that future reference to the session is possible.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-044"", ""User Story"": ""As a Secretary, I want to attach a Webex meeting recording link or upload a recording file to the meeting record, so that future reference to the session is possible."", ""FR-IDs"": ""FR-056"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-057,functional,"The system shall retrieve Webex meeting recording metadata (title, duration, download URL, play URL) via the Webex Recordings API and store it in the meeting record, triggered by a Hangfire job post-m","The system shall retrieve Webex meeting recording metadata (title, duration, download URL, play URL) via the Webex Recordings API and store it in the meeting record, triggered by a Hangfire job post-meeting.",S,0,Implemented,,,brief,digest §5.3,1,,"{""v1"": {""ID"": ""FR-057"", ""Requirement"": ""The system shall retrieve Webex meeting recording metadata (title, duration, download URL, play URL) via the Webex Recordings API and store it in the meeting record, triggered by a Hangfire job post-meeting."", ""Priority"": ""S"", ""Source"": ""digest §5.3"", ""Phase"": ""2""}}",
FR-058,functional,"The system shall retrieve Webex meeting transcript (speaker-attributed snippets) via the Webex Meeting Transcripts API and store the content linked to the meeting record, subject to Webex Assistant be","The system shall retrieve Webex meeting transcript (speaker-attributed snippets) via the Webex Meeting Transcripts API and store the content linked to the meeting record, subject to Webex Assistant being enabled by the host.",S,0,Approved,,,brief,digest §5.3,1,,"{""v1"": {""ID"": ""FR-058"", ""Requirement"": ""The system shall retrieve Webex meeting transcript (speaker-attributed snippets) via the Webex Meeting Transcripts API and store the content linked to the meeting record, subject to Webex Assistant being enabled by the host."", ""Priority"": ""S"", ""Source"": ""digest §5.3"", ""Phase"": ""2""}}",
FR-059,functional,"Stored transcripts shall be indexed in SQL Server FTS and searchable by keyword across all meetings (access restricted to Chairman, Secretary, Auditor).","Stored transcripts shall be indexed in SQL Server FTS and searchable by keyword across all meetings (access restricted to Chairman, Secretary, Auditor).",S,0,Approved,,,brief,brief §6.5,1,,"{""v1"": {""ID"": ""FR-059"", ""Requirement"": ""Stored transcripts shall be indexed in SQL Server FTS and searchable by keyword across all meetings (access restricted to Chairman, Secretary, Auditor)."", ""Priority"": ""S"", ""Source"": ""brief §6.5"", ""Phase"": ""3""}}",
